0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.
